NCM	Início de vigência da NCM	Fim de vigência da NCM	uTrib para uso em operações de Exportação (Abreviatura)	Descrição da uTrib utilizada em operações de Exportação
29400029	42370	48		Quilograma
29400092	42370	48		Quilograma
29400093	42370	48		Quilograma
29400094	42370	48		Quilograma
29400099	42370	48		Quilograma
29411010	42370	48		Quilograma
29411020	42370	48		Quilograma
29411031	42370	48		Quilograma
29411039	42370	48		Quilograma
29411041	42370	48		Quilograma
29411042	42370	48		Quilograma
29411043	42370	48		Quilograma
29411049	42370	48		Quilograma
29411090	42370	48		Quilograma
29412010	42370	48		Quilograma
29412090	42370	48		Quilograma
29413010	42370	48		Quilograma
29413020	42370	48		Quilograma
29413031	42370	48		Quilograma
29413032	42370	48		Quilograma
29413090	42370	48		Quilograma
29414011	42370	48		Quilograma
29414019	42370	48		Quilograma
29414020	42370	48		Quilograma
29414090	42370	48		Quilograma
29415010	42370	48		Quilograma
29415020	42370	48		Quilograma
29415090	42370	48		Quilograma
29419011	42370	48		Quilograma
29419012	42370	48		Quilograma
29419013	42370	48		Quilograma
29419019	42370	48		Quilograma
29419021	42370	48		Quilograma
29419022	42370	48		Quilograma
29419029	42370	48		Quilograma
29419031	42370	48		Quilograma
29419032	42370	48		Quilograma
29419033	42370	48		Quilograma
29419034	42370	48		Quilograma
29419035	42370	48		Quilograma
29419036	42370	48		Quilograma
29419037	42370	48		Quilograma
29419039	42370	48		Quilograma
29419041	42370	48		Quilograma
29419042	42370	48		Quilograma
29419043	42370	48		Quilograma
29419049	42370	48		Quilograma
29419051	42370	48		Quilograma
29419059	42370	48		Quilograma
29419061	42370	48		Quilograma
29419062	42370	48		Quilograma
29419069	42370	48		Quilograma
29419071	42370	48		Quilograma
29419072	42370	48		Quilograma
29419073	42370	48		Quilograma
29419079	42370	48		Quilograma
29419081	42370	48		Quilograma
29419082	42370	48		Quilograma
29419083	42370	48		Quilograma
29419089	42370	48		Quilograma
29419091	42370	48		Quilograma
29419092	42370	48		Quilograma
29419099	42370	48		Quilograma
29420000	42370	48		Quilograma
30012010	42370	48		Quilograma
30012090	42370	48		Quilograma
30019010	42370	48		Quilograma
30019020	42370	48		Quilograma
30019031	42370	48		Quilograma
30019039	42370	48		Quilograma
30019090	42370	48		Quilograma
30021211	42736	48		Quilograma
30021212	42736	48		Quilograma
30021213	42736	48		Quilograma
30021214	42736	48		Quilograma
30021215	42736	48		Quilograma
30021216	42736	48		Quilograma
30021219	42736	48		Quilograma
30021221	42736	48		Quilograma
30021222	42736	48		Quilograma
30021223	42736	48		Quilograma
30021224	42736	48		Quilograma
30021229	42736	48		Quilograma
30021231	42736	48		Quilograma
30021232	42736	48		Quilograma
30021233	42736	48		Quilograma
30021234	42736	48		Quilograma
30021235	42736	48		Quilograma
30021236	42736	48		Quilograma
30021239	42736	48		Quilograma
30021300	42736	48		Quilograma
30021400	44652	48		Quilograma
30021510	42736	48		Quilograma
30021520	42736	48		Quilograma
30021590	42736	48		Quilograma
30024111	44652	48		Quilograma
30024112	44652	48		Quilograma
30024113	44652	48		Quilograma
30024114	44652	48		Quilograma
30024115	44652	48		Quilograma
30024116	44652	48		Quilograma
30024117	44652	48		Quilograma
30024118	44652	48		Quilograma
30024119	44652	48		Quilograma
30024121	44652	48		Quilograma
30024122	44652	48		Quilograma
30024123	44652	48		Quilograma
30024124	44652	48		Quilograma
30024125	44652	48		Quilograma
30024126	44652	48		Quilograma
30024127	44652	48		Quilograma
30024128	44652	48		Quilograma
30024129	44652	48		Quilograma
30024210	44652	48		Quilograma
30024220	44652	48		Quilograma
30024230	44652	48		Quilograma
30024240	44652	48		Quilograma
30024250	44652	48		Quilograma
30024260	44652	48		Quilograma
30024270	44652	48		Quilograma
30024280	44652	48		Quilograma
30024290	44652	48		Quilograma
30024910	44652	48		Quilograma
30024920	44652	48		Quilograma
30024991	44652	48		Quilograma
30024992	44652	48		Quilograma
30024994	44652	48		Quilograma
30024999	44652	48		Quilograma
30025100	44652	48		Quilograma
30025900	44652	48		Quilograma
30029000	44652	48		Quilograma
30031011	42370	48		Quilograma
30031012	42370	48		Quilograma
30031013	42370	48		Quilograma
30031014	42370	48		Quilograma
30031015	42370	48		Quilograma
30031019	42370	48		Quilograma
30031020	42370	48		Quilograma
30032011	42370	48		Quilograma
30032019	42370	48		Quilograma
30032021	42370	48		Quilograma
30032029	42370	48		Quilograma
30032031	42370	48		Quilograma
30032032	42370	48		Quilograma
30032039	42370	48		Quilograma
30032041	42370	48		Quilograma
30032049	42370	48		Quilograma
30032051	42370	48		Quilograma
30032052	42370	48		Quilograma
30032059	42370	48		Quilograma
30032061	42370	48		Quilograma
30032062	42370	48		Quilograma
30032063	42370	48		Quilograma
30032069	42370	48		Quilograma
30032071	42370	48		Quilograma
30032072	42370	48		Quilograma
30032073	42370	48		Quilograma
30032079	42370	48		Quilograma
30032091	42370	48		Quilograma
30032092	42370	48		Quilograma
30032093	42370	48		Quilograma
30032094	42370	48		Quilograma
30032095	42370	48		Quilograma
30032099	42370	48		Quilograma
30033100	42370	48		Quilograma
30033911	42370	48		Quilograma
30033912	42370	48		Quilograma
30033913	42370	48		Quilograma
30033914	42370	48		Quilograma
30033915	42370	48		Quilograma
30033916	42370	48		Quilograma
30033917	42370	48		Quilograma
30033918	42370	48		Quilograma
30033919	42370	48		Quilograma
30033921	42370	48		Quilograma
30033922	42370	48		Quilograma
30033923	42370	48		Quilograma
30033924	42370	48		Quilograma
30033925	42370	48		Quilograma
30033926	42370	48		Quilograma
30033927	42370	48		Quilograma
30033929	42370	48		Quilograma
30033931	42370	48		Quilograma
30033932	42370	48		Quilograma
30033933	42370	48		Quilograma
30033934	42370	48		Quilograma
30033935	42370	48		Quilograma
30033936	42370	48		Quilograma
30033937	42370	48		Quilograma
30033939	42370	48		Quilograma
30033981	42370	48		Quilograma
30033982	42370	48		Quilograma
30033991	42370	48		Quilograma
30033992	42370	48		Quilograma
30033994	42370	48		Quilograma
30033995	42370	48		Quilograma
30033999	42370	48		Quilograma
30034100	42736	48		Quilograma
30034200	42736	48		Quilograma
30034300	42736	48		Quilograma
30034910	42736	48		Quilograma
30034920	42736	48		Quilograma
30034930	42736	48		Quilograma
30034940	42736	48		Quilograma
30034950	42736	48		Quilograma
30034990	42736	48		Quilograma
30036000	42736	48		Quilograma
30039011	42370	48		Quilograma
30039012	42370	48		Quilograma
30039013	42370	48		Quilograma
30039014	42370	48		Quilograma
30039015	42370	48		Quilograma
30039016	42370	48		Quilograma
30039017	42370	48		Quilograma
30039019	42370	48		Quilograma
30039021	42370	48		Quilograma
30039022	42370	48		Quilograma
30039023	42370	48		Quilograma
30039024	43282	48		Quilograma
30039025	44378	48		Quilograma
30039029	42370	48		Quilograma
30039031	42370	48		Quilograma
30039032	42370	48		Quilograma
30039033	42370	48		Quilograma
30039034	42370	48		Quilograma
30039035	42370	48		Quilograma
30039036	42370	48		Quilograma
30039037	42370	48		Quilograma
30039038	42370	48		Quilograma
30039039	42370	48		Quilograma
30039041	42370	48		Quilograma
30039042	42370	48		Quilograma
30039043	42370	48		Quilograma
30039044	42370	48		Quilograma
30039045	42370	48		Quilograma
30039046	42370	48		Quilograma
30039047	42370	48		Quilograma
30039048	42370	48		Quilograma
30039049	42370	48		Quilograma
30039051	42370	48		Quilograma
30039052	42370	48		Quilograma
30039053	42370	48		Quilograma
30039054	42370	48		Quilograma
30039055	42370	48		Quilograma
30039056	42370	48		Quilograma
30039057	42370	48		Quilograma
30039058	42370	48		Quilograma
30039059	42370	48		Quilograma
30039061	42370	48		Quilograma
30039062	42370	48		Quilograma
30039063	42370	48		Quilograma
30039064	42370	48		Quilograma
30039065	42370	48		Quilograma
30039066	42370	48		Quilograma
30039067	42370	48		Quilograma
30039069	42370	48		Quilograma
30039071	42370	48		Quilograma
30039072	42370	48		Quilograma
30039073	42370	48		Quilograma
30039074	42370	48		Quilograma
30039075	42370	48		Quilograma
30039076	42370	48		Quilograma
30039077	42370	48		Quilograma
30039078	42370	48		Quilograma
30039079	42370	48		Quilograma
30039081	42370	48		Quilograma
30039082	42370	48		Quilograma
30039083	42370	48		Quilograma
30039084	42370	48		Quilograma
30039085	42370	48		Quilograma
30039086	42370	48		Quilograma
30039087	42370	48		Quilograma
30039088	42370	48		Quilograma
30039089	42370	48		Quilograma
30039091	42370	48		Quilograma
30039092	42370	48		Quilograma
30039093	42370	48		Quilograma
30039094	42370	48		Quilograma
30039095	42370	48		Quilograma
30039096	42370	48		Quilograma
30039097	43466	48		Quilograma
30039099	42370	48		Quilograma
30041011	42370	48		Quilograma
30041012	42370	48		Quilograma
30041013	42370	48		Quilograma
30041014	42370	48		Quilograma
30041015	42370	48		Quilograma
30041019	42370	48		Quilograma
30041020	42370	48		Quilograma
30042011	42370	48		Quilograma
30042019	42370	48		Quilograma
30042021	42370	48		Quilograma
30042029	42370	48		Quilograma
30042031	42370	48		Quilograma
30042032	42370	48		Quilograma
30042039	42370	48		Quilograma
30042041	42370	48		Quilograma
30042049	42370	48		Quilograma
30042051	42370	48		Quilograma
30042052	42370	48		Quilograma
30042059	42370	48		Quilograma
30042061	42370	48		Quilograma
30042062	42370	48		Quilograma
30042063	42370	48		Quilograma
30042069	42370	48		Quilograma
30042071	42370	48		Quilograma
30042072	42370	48		Quilograma
30042073	42370	48		Quilograma
30042079	42370	48		Quilograma
30042091	42370	48		Quilograma
30042092	42370	48		Quilograma
30042093	42370	48		Quilograma
30042094	42370	48		Quilograma
30042095	42370	48		Quilograma
30042099	42370	48		Quilograma
30043100	42370	48		Quilograma
30043210	42370	48		Quilograma
30043220	42370	48		Quilograma
30043290	42370	48		Quilograma
30043911	42370	48		Quilograma
30043912	42370	48		Quilograma
30043913	42370	48		Quilograma
30043914	42370	48		Quilograma
30043915	42370	48		Quilograma
30043916	42370	48		Quilograma
30043917	42370	48		Quilograma
30043918	42370	48		Quilograma
30043919	42370	48		Quilograma
30043921	42370	48		Quilograma
30043922	42370	48		Quilograma
30043923	42370	48		Quilograma
30043924	42370	48		Quilograma
30043925	42370	48		Quilograma
30043926	42370	48		Quilograma
30043927	42370	48		Quilograma
30043928	42370	48		Quilograma
30043929	42370	48		Quilograma
30043931	42370	48		Quilograma
30043932	42370	48		Quilograma
30043933	42370	48		Quilograma
30043934	42370	48		Quilograma
30043935	42370	48		Quilograma
30043936	42370	48		Quilograma
30043937	42370	48		Quilograma
30043939	42370	48		Quilograma
30043981	42370	48		Quilograma
30043982	42370	48		Quilograma
30043991	42370	48		Quilograma
30043992	42370	48		Quilograma
30043994	42370	48		Quilograma
30043999	42370	48		Quilograma
30044100	42736	48		Quilograma
30044200	42736	48		Quilograma
30044300	42736	48		Quilograma
30044910	42736	48		Quilograma
30044920	42736	48		Quilograma
30044930	42736	48		Quilograma
30044940	42736	48		Quilograma
30044950	42736	48		Quilograma
30044990	42736	48		Quilograma
30045010	42370	48		Quilograma
30045020	42370	48		Quilograma
30045030	42370	48		Quilograma
30045040	42370	48		Quilograma
30045050	42370	48		Quilograma
30045060	42370	48		Quilograma
30045090	42370	48		Quilograma
30046000	42736	48		Quilograma
30049011	42370	48		Quilograma
30049012	42370	48		Quilograma
30049013	42370	48		Quilograma
30049014	43282	48		Quilograma
30049015	44378	48		Quilograma
30049019	42370	48		Quilograma
30049021	42370	48		Quilograma
30049022	42370	48		Quilograma
30049023	42370	48		Quilograma
30049024	42370	48		Quilograma
30049025	42370	48		Quilograma
30049026	42370	48		Quilograma
30049027	42370	48		Quilograma
30049028	42370	48		Quilograma
30049029	42370	48		Quilograma
30049031	42370	48		Quilograma
30049032	42370	48		Quilograma
30049033	42370	48		Quilograma
30049034	42370	48		Quilograma
30049035	42370	48		Quilograma
30049036	42370	48		Quilograma
30049037	42370	48		Quilograma
30049038	42370	48		Quilograma
30049039	42370	48		Quilograma
30049041	42370	48		Quilograma
30049042	42370	48		Quilograma
30049043	42370	48		Quilograma
30049044	42370	48		Quilograma
30049045	42370	48		Quilograma
30049046	42370	48		Quilograma
30049047	42370	48		Quilograma
30049048	42370	48		Quilograma
30049049	42370	48		Quilograma
30049051	42370	48		Quilograma
30049052	42370	48		Quilograma
30049053	42370	48		Quilograma
30049054	42370	48		Quilograma
30049055	42370	48		Quilograma
30049057	42370	48		Quilograma
30049058	42370	48		Quilograma
30049059	42370	48		Quilograma
30049061	42370	48		Quilograma
30049062	42370	48		Quilograma
30049063	42370	48		Quilograma
30049064	42370	48		Quilograma
30049065	42370	48		Quilograma
30049066	42370	48		Quilograma
30049067	42370	48		Quilograma
30049068	42370	48		Quilograma
30049069	42370	48		Quilograma
30049071	42370	48		Quilograma
30049072	42370	48		Quilograma
30049073	42370	48		Quilograma
30049074	42370	48		Quilograma
30049075	42370	48		Quilograma
30049076	42370	48		Quilograma
30049077	42370	48		Quilograma
30049078	42370	48		Quilograma
30049079	42370	48		Quilograma
30049091	42370	48		Quilograma
30049092	42370	48		Quilograma
30049093	42370	48		Quilograma
30049094	42370	48		Quilograma
30049095	42370	48		Quilograma
30049096	42370	48		Quilograma
30049097	43466	48		Quilograma
30049098	45231	48		Quilograma
30049099	42370	48		Quilograma
30051010	42370	48		Quilograma
30051020	42370	48		Quilograma
30051030	42370	48		Quilograma
30051040	42370	48		Quilograma
30051050	42370	48		Quilograma
30051090	42370	48		Quilograma
30059011	42370	48		Quilograma
30059012	42370	48		Quilograma
30059019	42370	48		Quilograma
30059020	42370	48		Quilograma
30059090	42370	48		Quilograma
30061010	42370	48		Quilograma
30061020	42370	48		Quilograma
30061090	42370	48		Quilograma
30063011	42370	48		Quilograma
30063012	42370	48		Quilograma
30063013	42370	48		Quilograma
30063015	42370	48		Quilograma
30063016	42370	48		Quilograma
30063017	42370	48		Quilograma
30063018	42370	48		Quilograma
30063019	42370	48		Quilograma
30063021	42370	48		Quilograma
30063029	42370	48		Quilograma
30064011	42370	48		Quilograma
30064012	42370	48		Quilograma
30064020	42370	48		Quilograma
30065000	42370	48		Quilograma
30066000	42370	48		Quilograma
30067000	42370	48		Quilograma
30069110	42370	48		Quilograma
30069190	42370	48		Quilograma
30069200	42370	48		Quilograma
30069300	44652	48		Quilograma
31010000	42370	48		Quilograma
31021010	42370	48		Quilograma
31021090	42370	48		Quilograma
31022100	42370	48		Quilograma
31022910	42370	48		Quilograma
31022990	42370	48		Quilograma
31023000	42370	48		Quilograma
31024000	42370	48		Quilograma
31025011	42370	48		Quilograma
31025019	42370	48		Quilograma
31025090	42370	48		Quilograma
31026000	42370	48		Quilograma
31028000	42370	48		Quilograma
31029000	42370	48		Quilograma
31031100	42736	48		Quilograma
31031900	42736	48		Quilograma
31039011	42370	48		Quilograma
31039019	42370	48		Quilograma
31039090	42370	48		Quilograma
31042010	42370	48		Quilograma
31042090	42370	48		Quilograma
31043010	42370	48		Quilograma
31043090	42370	48		Quilograma
31049010	42370	48		Quilograma
31049090	42370	48		Quilograma
31051000	42370	48		Quilograma
31052000	42370	48		Quilograma
31053000	43466	48		Quilograma
31054000	42370	48		Quilograma
31055100	42370	48		Quilograma
31055900	42370	48		Quilograma
31056000	42370	48		Quilograma
31059011	42370	48		Quilograma
31059019	42370	48		Quilograma
31059090	42370	48		Quilograma
32011000	42370	48		Quilograma
32012000	42370	48		Quilograma
32019011	42370	48		Quilograma
32019012	42370	48		Quilograma
32019019	42370	48		Quilograma
32019020	42370	48		Quilograma
32019090	42370	48		Quilograma
32021000	42370	48		Quilograma
32029011	42370	48		Quilograma
32029012	42370	48		Quilograma
32029013	42370	48		Quilograma
32029019	42370	48		Quilograma
32029021	42370	48		Quilograma
32029029	42370	48		Quilograma
32029030	42370	48		Quilograma
32030011	42370	48		Quilograma
32030012	42370	48		Quilograma
32030013	42370	48		Quilograma
32030019	42370	48		Quilograma
32030021	42370	48		Quilograma
32030029	42370	48		Quilograma
32030030	42370	48		Quilograma
32041100	42370	48		Quilograma
32041210	42370	48		Quilograma
32041220	42370	48		Quilograma
32041300	42370	48		Quilograma
32041400	42370	48		Quilograma
32041510	42370	48		Quilograma
32041520	42370	48		Quilograma
32041530	42370	48		Quilograma
32041590	42370	48		Quilograma
32041600	42370	48		Quilograma
32041700	42370	48		Quilograma
32041810	44652	48		Quilograma
32041820	44652	48		Quilograma
32041830	44652	48		Quilograma
32041890	44652	48		Quilograma
32041920	42370	48		Quilograma
32041930	42370	48		Quilograma
32041990	42370	48		Quilograma
32042011	42370	48		Quilograma
32042019	42370	48		Quilograma
32042090	42370	48		Quilograma
32049000	42370	48		Quilograma
32050000	42370	48		Quilograma
32061110	42917	48		Quilograma
32061120	42370	48		Quilograma
32061130	42370	48		Quilograma
32061910	42370	48		Quilograma
32061990	42370	48		Quilograma
32062000	42370	48		Quilograma
32064100	42370	48		Quilograma
32064210	42370	48		Quilograma
32064290	42370	48		Quilograma
32064910	42370	48		Quilograma
32064920	42370	48		Quilograma
32064990	42370	48		Quilograma
32065011	42370	48		Quilograma
32065019	42370	48		Quilograma
32065021	42370	48		Quilograma
32065029	42370	48		Quilograma
32071020	45567	48		Quilograma
32071030	45567	48		Quilograma
32071090	42370	48		Quilograma
32072010	42370	48		Quilograma
32072091	42370	48		Quilograma
32072099	42370	48		Quilograma
